name,phone,demo_link,message,whatsapp_link,status
Board 4 Bored - A Board Game Cafe Bangalore,+919606173535,http://localhost:8000/board-4-bored---a-board-game-cafe-bangalore.html?name=board-4-bored---a-board-game-cafe-bangalore&location=bangalore,"Hello,

I was searching for Board 4 Bored - A Board Game Cafe Bangalore on Google and noticed there isn't a proper website showing up.

So I created a quick preview for you to see how your cafe could look online:

http://localhost:8000/board-4-bored---a-board-game-cafe-bangalore.html?name=board-4-bored---a-board-game-cafe-bangalore&location=bangalore

This is just a sample to give you an idea — the final version can be fully customized with your actual photos, menu, ambiance, and details.

This can help customers find you directly instead of relying only on platforms like Google Maps/Zomato.

I'm currently working on such projects alongside my studies at IIT Kharagpur, and I'd be happy to set this up properly for you at a reasonable cost.

Just thought this might help 🙂",https://wa.me/+919606173535?text=Hello%2C%0A%0AI%20was%20searching%20for%20Board%204%20Bored%20-%20A%20Board%20Game%20Cafe%20Bangalore%20on%20Google%20and%20noticed%20there%20isn%27t%20a%20proper%20website%20showing%20up.%0A%0ASo%20I%20created%20a%20quick%20preview%20for%20you%20to%20see%20how%20your%20cafe%20could%20look%20online%3A%0A%0Ahttp%3A//localhost%3A8000/board-4-bored---a-board-game-cafe-bangalore.html%3Fname%3Dboard-4-bored---a-board-game-cafe-bangalore%26location%3Dbangalore%0A%0AThis%20is%20just%20a%20sample%20to%20give%20you%20an%20idea%20%E2%80%94%20the%20final%20version%20can%20be%20fully%20customized%20with%20your%20actual%20photos%2C%20menu%2C%20ambiance%2C%20and%20details.%0A%0AThis%20can%20help%20customers%20find%20you%20directly%20instead%20of%20relying%20only%20on%20platforms%20like%20Google%20Maps/Zomato.%0A%0AI%27m%20currently%20working%20on%20such%20projects%20alongside%20my%20studies%20at%20IIT%20Kharagpur%2C%20and%20I%27d%20be%20happy%20to%20set%20this%20up%20properly%20for%20you%20at%20a%20reasonable%20cost.%0A%0AJust%20thought%20this%20might%20help%20%F0%9F%99%82,ready_to_send
Iris Cafe Hsr,+918041566935,http://localhost:8000/iris-cafe-hsr.html?name=iris-cafe-hsr&location=bangalore,"Hello,

I was searching for Iris Cafe Hsr on Google and noticed there isn't a proper website showing up.

So I created a quick preview for you to see how your cafe could look online:

http://localhost:8000/iris-cafe-hsr.html?name=iris-cafe-hsr&location=bangalore

This is just a sample to give you an idea — the final version can be fully customized with your actual photos, menu, ambiance, and details.

This can help customers find you directly instead of relying only on platforms like Google Maps/Zomato.

I'm currently working on such projects alongside my studies at IIT Kharagpur, and I'd be happy to set this up properly for you at a reasonable cost.

Just thought this might help 🙂",https://wa.me/+918041566935?text=Hello%2C%0A%0AI%20was%20searching%20for%20Iris%20Cafe%20Hsr%20on%20Google%20and%20noticed%20there%20isn%27t%20a%20proper%20website%20showing%20up.%0A%0ASo%20I%20created%20a%20quick%20preview%20for%20you%20to%20see%20how%20your%20cafe%20could%20look%20online%3A%0A%0Ahttp%3A//localhost%3A8000/iris-cafe-hsr.html%3Fname%3Diris-cafe-hsr%26location%3Dbangalore%0A%0AThis%20is%20just%20a%20sample%20to%20give%20you%20an%20idea%20%E2%80%94%20the%20final%20version%20can%20be%20fully%20customized%20with%20your%20actual%20photos%2C%20menu%2C%20ambiance%2C%20and%20details.%0A%0AThis%20can%20help%20customers%20find%20you%20directly%20instead%20of%20relying%20only%20on%20platforms%20like%20Google%20Maps/Zomato.%0A%0AI%27m%20currently%20working%20on%20such%20projects%20alongside%20my%20studies%20at%20IIT%20Kharagpur%2C%20and%20I%27d%20be%20happy%20to%20set%20this%20up%20properly%20for%20you%20at%20a%20reasonable%20cost.%0A%0AJust%20thought%20this%20might%20help%20%F0%9F%99%82,ready_to_send
Secret Spot Cafe,+918971285555,http://localhost:8000/secret-spot-cafe.html?name=secret-spot-cafe&location=bangalore,"Hello,

I was searching for Secret Spot Cafe on Google and noticed there isn't a proper website showing up.

So I created a quick preview for you to see how your cafe could look online:

http://localhost:8000/secret-spot-cafe.html?name=secret-spot-cafe&location=bangalore

This is just a sample to give you an idea — the final version can be fully customized with your actual photos, menu, ambiance, and details.

This can help customers find you directly instead of relying only on platforms like Google Maps/Zomato.

I'm currently working on such projects alongside my studies at IIT Kharagpur, and I'd be happy to set this up properly for you at a reasonable cost.

Just thought this might help 🙂",https://wa.me/+918971285555?text=Hello%2C%0A%0AI%20was%20searching%20for%20Secret%20Spot%20Cafe%20on%20Google%20and%20noticed%20there%20isn%27t%20a%20proper%20website%20showing%20up.%0A%0ASo%20I%20created%20a%20quick%20preview%20for%20you%20to%20see%20how%20your%20cafe%20could%20look%20online%3A%0A%0Ahttp%3A//localhost%3A8000/secret-spot-cafe.html%3Fname%3Dsecret-spot-cafe%26location%3Dbangalore%0A%0AThis%20is%20just%20a%20sample%20to%20give%20you%20an%20idea%20%E2%80%94%20the%20final%20version%20can%20be%20fully%20customized%20with%20your%20actual%20photos%2C%20menu%2C%20ambiance%2C%20and%20details.%0A%0AThis%20can%20help%20customers%20find%20you%20directly%20instead%20of%20relying%20only%20on%20platforms%20like%20Google%20Maps/Zomato.%0A%0AI%27m%20currently%20working%20on%20such%20projects%20alongside%20my%20studies%20at%20IIT%20Kharagpur%2C%20and%20I%27d%20be%20happy%20to%20set%20this%20up%20properly%20for%20you%20at%20a%20reasonable%20cost.%0A%0AJust%20thought%20this%20might%20help%20%F0%9F%99%82,ready_to_send
Cafe Terra,+918041631800,http://localhost:8000/cafe-terra.html?name=cafe-terra&location=bangalore,"Hello,

I was searching for Cafe Terra on Google and noticed there isn't a proper website showing up.

So I created a quick preview for you to see how your cafe could look online:

http://localhost:8000/cafe-terra.html?name=cafe-terra&location=bangalore

This is just a sample to give you an idea — the final version can be fully customized with your actual photos, menu, ambiance, and details.

This can help customers find you directly instead of relying only on platforms like Google Maps/Zomato.

I'm currently working on such projects alongside my studies at IIT Kharagpur, and I'd be happy to set this up properly for you at a reasonable cost.

Just thought this might help 🙂",https://wa.me/+918041631800?text=Hello%2C%0A%0AI%20was%20searching%20for%20Cafe%20Terra%20on%20Google%20and%20noticed%20there%20isn%27t%20a%20proper%20website%20showing%20up.%0A%0ASo%20I%20created%20a%20quick%20preview%20for%20you%20to%20see%20how%20your%20cafe%20could%20look%20online%3A%0A%0Ahttp%3A//localhost%3A8000/cafe-terra.html%3Fname%3Dcafe-terra%26location%3Dbangalore%0A%0AThis%20is%20just%20a%20sample%20to%20give%20you%20an%20idea%20%E2%80%94%20the%20final%20version%20can%20be%20fully%20customized%20with%20your%20actual%20photos%2C%20menu%2C%20ambiance%2C%20and%20details.%0A%0AThis%20can%20help%20customers%20find%20you%20directly%20instead%20of%20relying%20only%20on%20platforms%20like%20Google%20Maps/Zomato.%0A%0AI%27m%20currently%20working%20on%20such%20projects%20alongside%20my%20studies%20at%20IIT%20Kharagpur%2C%20and%20I%27d%20be%20happy%20to%20set%20this%20up%20properly%20for%20you%20at%20a%20reasonable%20cost.%0A%0AJust%20thought%20this%20might%20help%20%F0%9F%99%82,ready_to_send
Cafe Medley,+918041160865,http://localhost:8000/cafe-medley.html?name=cafe-medley&location=bangalore,"Hello,

I was searching for Cafe Medley on Google and noticed there isn't a proper website showing up.

So I created a quick preview for you to see how your cafe could look online:

http://localhost:8000/cafe-medley.html?name=cafe-medley&location=bangalore

This is just a sample to give you an idea — the final version can be fully customized with your actual photos, menu, ambiance, and details.

This can help customers find you directly instead of relying only on platforms like Google Maps/Zomato.

I'm currently working on such projects alongside my studies at IIT Kharagpur, and I'd be happy to set this up properly for you at a reasonable cost.

Just thought this might help 🙂",https://wa.me/+918041160865?text=Hello%2C%0A%0AI%20was%20searching%20for%20Cafe%20Medley%20on%20Google%20and%20noticed%20there%20isn%27t%20a%20proper%20website%20showing%20up.%0A%0ASo%20I%20created%20a%20quick%20preview%20for%20you%20to%20see%20how%20your%20cafe%20could%20look%20online%3A%0A%0Ahttp%3A//localhost%3A8000/cafe-medley.html%3Fname%3Dcafe-medley%26location%3Dbangalore%0A%0AThis%20is%20just%20a%20sample%20to%20give%20you%20an%20idea%20%E2%80%94%20the%20final%20version%20can%20be%20fully%20customized%20with%20your%20actual%20photos%2C%20menu%2C%20ambiance%2C%20and%20details.%0A%0AThis%20can%20help%20customers%20find%20you%20directly%20instead%20of%20relying%20only%20on%20platforms%20like%20Google%20Maps/Zomato.%0A%0AI%27m%20currently%20working%20on%20such%20projects%20alongside%20my%20studies%20at%20IIT%20Kharagpur%2C%20and%20I%27d%20be%20happy%20to%20set%20this%20up%20properly%20for%20you%20at%20a%20reasonable%20cost.%0A%0AJust%20thought%20this%20might%20help%20%F0%9F%99%82,ready_to_send
Bengaluru Cafe,+918296199994,http://localhost:8000/bengaluru-cafe.html?name=bengaluru-cafe&location=bangalore,"Hello,

I was searching for Bengaluru Cafe on Google and noticed there isn't a proper website showing up.

So I created a quick preview for you to see how your cafe could look online:

http://localhost:8000/bengaluru-cafe.html?name=bengaluru-cafe&location=bangalore

This is just a sample to give you an idea — the final version can be fully customized with your actual photos, menu, ambiance, and details.

This can help customers find you directly instead of relying only on platforms like Google Maps/Zomato.

I'm currently working on such projects alongside my studies at IIT Kharagpur, and I'd be happy to set this up properly for you at a reasonable cost.

Just thought this might help 🙂",https://wa.me/+918296199994?text=Hello%2C%0A%0AI%20was%20searching%20for%20Bengaluru%20Cafe%20on%20Google%20and%20noticed%20there%20isn%27t%20a%20proper%20website%20showing%20up.%0A%0ASo%20I%20created%20a%20quick%20preview%20for%20you%20to%20see%20how%20your%20cafe%20could%20look%20online%3A%0A%0Ahttp%3A//localhost%3A8000/bengaluru-cafe.html%3Fname%3Dbengaluru-cafe%26location%3Dbangalore%0A%0AThis%20is%20just%20a%20sample%20to%20give%20you%20an%20idea%20%E2%80%94%20the%20final%20version%20can%20be%20fully%20customized%20with%20your%20actual%20photos%2C%20menu%2C%20ambiance%2C%20and%20details.%0A%0AThis%20can%20help%20customers%20find%20you%20directly%20instead%20of%20relying%20only%20on%20platforms%20like%20Google%20Maps/Zomato.%0A%0AI%27m%20currently%20working%20on%20such%20projects%20alongside%20my%20studies%20at%20IIT%20Kharagpur%2C%20and%20I%27d%20be%20happy%20to%20set%20this%20up%20properly%20for%20you%20at%20a%20reasonable%20cost.%0A%0AJust%20thought%20this%20might%20help%20%F0%9F%99%82,ready_to_send
Lazy Suzy,+918073032246,http://localhost:8000/lazy-suzy.html?name=lazy-suzy&location=bangalore,"Hello,

I was searching for Lazy Suzy on Google and noticed there isn't a proper website showing up.

So I created a quick preview for you to see how your cafe could look online:

http://localhost:8000/lazy-suzy.html?name=lazy-suzy&location=bangalore

This is just a sample to give you an idea — the final version can be fully customized with your actual photos, menu, ambiance, and details.

This can help customers find you directly instead of relying only on platforms like Google Maps/Zomato.

I'm currently working on such projects alongside my studies at IIT Kharagpur, and I'd be happy to set this up properly for you at a reasonable cost.

Just thought this might help 🙂",https://wa.me/+918073032246?text=Hello%2C%0A%0AI%20was%20searching%20for%20Lazy%20Suzy%20on%20Google%20and%20noticed%20there%20isn%27t%20a%20proper%20website%20showing%20up.%0A%0ASo%20I%20created%20a%20quick%20preview%20for%20you%20to%20see%20how%20your%20cafe%20could%20look%20online%3A%0A%0Ahttp%3A//localhost%3A8000/lazy-suzy.html%3Fname%3Dlazy-suzy%26location%3Dbangalore%0A%0AThis%20is%20just%20a%20sample%20to%20give%20you%20an%20idea%20%E2%80%94%20the%20final%20version%20can%20be%20fully%20customized%20with%20your%20actual%20photos%2C%20menu%2C%20ambiance%2C%20and%20details.%0A%0AThis%20can%20help%20customers%20find%20you%20directly%20instead%20of%20relying%20only%20on%20platforms%20like%20Google%20Maps/Zomato.%0A%0AI%27m%20currently%20working%20on%20such%20projects%20alongside%20my%20studies%20at%20IIT%20Kharagpur%2C%20and%20I%27d%20be%20happy%20to%20set%20this%20up%20properly%20for%20you%20at%20a%20reasonable%20cost.%0A%0AJust%20thought%20this%20might%20help%20%F0%9F%99%82,ready_to_send
The Green Door Coffee House,+919740393173,http://localhost:8000/the-green-door-coffee-house.html?name=the-green-door-coffee-house&location=bangalore,"Hello,

I was searching for The Green Door Coffee House on Google and noticed there isn't a proper website showing up.

So I created a quick preview for you to see how your cafe could look online:

http://localhost:8000/the-green-door-coffee-house.html?name=the-green-door-coffee-house&location=bangalore

This is just a sample to give you an idea — the final version can be fully customized with your actual photos, menu, ambiance, and details.

This can help customers find you directly instead of relying only on platforms like Google Maps/Zomato.

I'm currently working on such projects alongside my studies at IIT Kharagpur, and I'd be happy to set this up properly for you at a reasonable cost.

Just thought this might help 🙂",https://wa.me/+919740393173?text=Hello%2C%0A%0AI%20was%20searching%20for%20The%20Green%20Door%20Coffee%20House%20on%20Google%20and%20noticed%20there%20isn%27t%20a%20proper%20website%20showing%20up.%0A%0ASo%20I%20created%20a%20quick%20preview%20for%20you%20to%20see%20how%20your%20cafe%20could%20look%20online%3A%0A%0Ahttp%3A//localhost%3A8000/the-green-door-coffee-house.html%3Fname%3Dthe-green-door-coffee-house%26location%3Dbangalore%0A%0AThis%20is%20just%20a%20sample%20to%20give%20you%20an%20idea%20%E2%80%94%20the%20final%20version%20can%20be%20fully%20customized%20with%20your%20actual%20photos%2C%20menu%2C%20ambiance%2C%20and%20details.%0A%0AThis%20can%20help%20customers%20find%20you%20directly%20instead%20of%20relying%20only%20on%20platforms%20like%20Google%20Maps/Zomato.%0A%0AI%27m%20currently%20working%20on%20such%20projects%20alongside%20my%20studies%20at%20IIT%20Kharagpur%2C%20and%20I%27d%20be%20happy%20to%20set%20this%20up%20properly%20for%20you%20at%20a%20reasonable%20cost.%0A%0AJust%20thought%20this%20might%20help%20%F0%9F%99%82,ready_to_send
Tea Lounge Cafe,+918660458825,http://localhost:8000/tea-lounge-cafe.html?name=tea-lounge-cafe&location=bangalore,"Hello,

I was searching for Tea Lounge Cafe on Google and noticed there isn't a proper website showing up.

So I created a quick preview for you to see how your cafe could look online:

http://localhost:8000/tea-lounge-cafe.html?name=tea-lounge-cafe&location=bangalore

This is just a sample to give you an idea — the final version can be fully customized with your actual photos, menu, ambiance, and details.

This can help customers find you directly instead of relying only on platforms like Google Maps/Zomato.

I'm currently working on such projects alongside my studies at IIT Kharagpur, and I'd be happy to set this up properly for you at a reasonable cost.

Just thought this might help 🙂",https://wa.me/+918660458825?text=Hello%2C%0A%0AI%20was%20searching%20for%20Tea%20Lounge%20Cafe%20on%20Google%20and%20noticed%20there%20isn%27t%20a%20proper%20website%20showing%20up.%0A%0ASo%20I%20created%20a%20quick%20preview%20for%20you%20to%20see%20how%20your%20cafe%20could%20look%20online%3A%0A%0Ahttp%3A//localhost%3A8000/tea-lounge-cafe.html%3Fname%3Dtea-lounge-cafe%26location%3Dbangalore%0A%0AThis%20is%20just%20a%20sample%20to%20give%20you%20an%20idea%20%E2%80%94%20the%20final%20version%20can%20be%20fully%20customized%20with%20your%20actual%20photos%2C%20menu%2C%20ambiance%2C%20and%20details.%0A%0AThis%20can%20help%20customers%20find%20you%20directly%20instead%20of%20relying%20only%20on%20platforms%20like%20Google%20Maps/Zomato.%0A%0AI%27m%20currently%20working%20on%20such%20projects%20alongside%20my%20studies%20at%20IIT%20Kharagpur%2C%20and%20I%27d%20be%20happy%20to%20set%20this%20up%20properly%20for%20you%20at%20a%20reasonable%20cost.%0A%0AJust%20thought%20this%20might%20help%20%F0%9F%99%82,ready_to_send
Cafe Arena,+917411420121,http://localhost:8000/cafe-arena.html?name=cafe-arena&location=bangalore,"Hello,

I was searching for Cafe Arena on Google and noticed there isn't a proper website showing up.

So I created a quick preview for you to see how your cafe could look online:

http://localhost:8000/cafe-arena.html?name=cafe-arena&location=bangalore

This is just a sample to give you an idea — the final version can be fully customized with your actual photos, menu, ambiance, and details.

This can help customers find you directly instead of relying only on platforms like Google Maps/Zomato.

I'm currently working on such projects alongside my studies at IIT Kharagpur, and I'd be happy to set this up properly for you at a reasonable cost.

Just thought this might help 🙂",https://wa.me/+917411420121?text=Hello%2C%0A%0AI%20was%20searching%20for%20Cafe%20Arena%20on%20Google%20and%20noticed%20there%20isn%27t%20a%20proper%20website%20showing%20up.%0A%0ASo%20I%20created%20a%20quick%20preview%20for%20you%20to%20see%20how%20your%20cafe%20could%20look%20online%3A%0A%0Ahttp%3A//localhost%3A8000/cafe-arena.html%3Fname%3Dcafe-arena%26location%3Dbangalore%0A%0AThis%20is%20just%20a%20sample%20to%20give%20you%20an%20idea%20%E2%80%94%20the%20final%20version%20can%20be%20fully%20customized%20with%20your%20actual%20photos%2C%20menu%2C%20ambiance%2C%20and%20details.%0A%0AThis%20can%20help%20customers%20find%20you%20directly%20instead%20of%20relying%20only%20on%20platforms%20like%20Google%20Maps/Zomato.%0A%0AI%27m%20currently%20working%20on%20such%20projects%20alongside%20my%20studies%20at%20IIT%20Kharagpur%2C%20and%20I%27d%20be%20happy%20to%20set%20this%20up%20properly%20for%20you%20at%20a%20reasonable%20cost.%0A%0AJust%20thought%20this%20might%20help%20%F0%9F%99%82,ready_to_send
